,CreditScore,Location,Male,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
313,733.0,0.0,1.0,33.0,,124576.65,2.0,1.0,1.0,187976.88,0
314,730.0,2.0,0.0,26.0,9.0,0.0,2.0,0.0,1.0,176576.62,0
315,694.0,1.0,1.0,33.0,3.0,0.0,2.0,0.0,1.0,141364.27,0
316,593.0,1.0,1.0,33.0,3.0,0.0,1.0,1.0,0.0,66979.8,0
317,521.0,2.0,0.0,34.0,4.0,70731.07,1.0,1.0,1.0,20243.97,0
318,579.0,0.0,1.0,29.0,4.0,106913.43,1.0,0.0,1.0,44001.11,0
319,710.0,2.0,1.0,40.0,6.0,0.0,2.0,1.0,0.0,139919.38,0
320,700.0,1.0,0.0,39.0,2.0,0.0,2.0,0.0,0.0,50051.42,0
321,514.0,0.0,1.0,47.0,1.0,95556.31,1.0,0.0,1.0,199273.98,1
322,850.0,2.0,0.0,29.0,6.0,0.0,2.0,1.0,0.0,174830.27,0
323,554.0,0.0,1.0,41.0,4.0,134593.74,1.0,0.0,0.0,92920.04,1
324,716.0,1.0,1.0,46.0,2.0,0.0,2.0,0.0,0.0,79377.45,0
325,444.0,1.0,1.0,,7.0,0.0,2.0,1.0,1.0,138743.86,0
326,627.0,2.0,1.0,38.0,4.0,0.0,2.0,0.0,1.0,83086.89,0
327,597.0,1.0,0.0,68.0,10.0,100082.14,,1.0,1.0,5159.21,0
328,642.0,1.0,0.0,31.0,9.0,0.0,2.0,1.0,1.0,90928.48,0
329,581.0,1.0,1.0,30.0,9.0,0.0,2.0,?,0.0,71379.31,0
330,590.0,1.0,1.0,42.0,4.0,0.0,2.0,1.0,0.0,46416.09,0
331,611.0,2.0,1.0,32.0,9.0,0.0,1.0,1.0,1.0,168516.71,0
332,575.0,2.0,1.0,?,8.0,123925.23,1.0,0.0,1.0,111342.66,0
333,712.0,2.0,0.0,28.0,7.0,0.0,2.0,1.0,0.0,152417.79,0
334,687.0,1.0,1.0,33.0,3.0,114430.08,1.0,0.0,1.0,179227.39,0
335,633.0,0.0,1.0,,7.0,102575.48,2.0,1.0,1.0,184524.74,0
336,641.0,0.0,0.0,34.0,3.0,125785.23,2.0,1.0,1.0,134600.94,0
337,812.0,1.0,1.0,34.0,1.0,141788.63,1.0,1.0,0.0,64448.36,0
338,583.0,2.0,0.0,29.0,5.0,0.0,2.0,0.0,1.0,26342.33,0
339,706.0,1.0,0.0,34.0,4.0,0.0,2.0,1.0,1.0,139435.58,0
340,605.0,0.0,1.0,32.0,9.0,144837.79,2.0,1.0,0.0,175071.29,0
341,583.0,2.0,1.0,41.0,3.0,0.0,2.0,1.0,1.0,47997.39,0
342,745.0,0.0,0.0,23.0,5.0,124427.25,?,1.0,0.0,141896.74,1
343,641.0,1.0,1.0,35.0,3.0,0.0,2.0,1.0,?,88391.29,0
344,682.0,1.0,1.0,40.0,7.0,0.0,2.0,0.0,0.0,89602.86,0
345,658.0,0.0,1.0,37.0,7.0,102708.77,1.0,1.0,0.0,90878.13,0
346,739.0,1.0,0.0,27.0,8.0,0.0,2.0,1.0,1.0,132734.87,0
347,807.0,1.0,0.0,47.0,1.0,0.0,1.0,1.0,1.0,183598.77,1
348,539.0,0.0,0.0,50.0,3.0,113220.3,2.0,0.0,1.0,178074.04,1
349,635.0,0.0,1.0,46.0,9.0,114514.65,1.0,1.0,0.0,92988.39,1
350,669.0,2.0,0.0,33.0,9.0,0.0,2.0,1.0,1.0,172490.81,0
351,599.0,2.0,0.0,58.0,10.0,0.0,3.0,1.0,0.0,170908.87,1
352,648.0,1.0,1.0,31.0,9.0,0.0,2.0,1.0,0.0,9241.81,0
353,673.0,1.0,?,26.0,4.0,0.0,2.0,0.0,1.0,9641.4,0
354,680.0,2.0,0.0,58.0,8.0,0.0,2.0,1.0,1.0,65708.5,0
355,684.0,0.0,0.0,39.0,1.0,147900.43,1.0,1.0,0.0,96885.19,1
356,766.0,1.0,0.0,27.0,7.0,158786.67,2.0,1.0,1.0,47579.25,0
357,653.0,1.0,1.0,39.0,5.0,0.0,1.0,1.0,1.0,3740.93,0
358,478.0,0.0,0.0,34.0,9.0,102714.65,1.0,1.0,1.0,180829.99,0
359,600.0,2.0,0.0,28.0,10.0,0.0,2.0,1.0,0.0,143635.36,0
360,632.0,1.0,1.0,34.0,3.0,112940.04,1.0,1.0,0.0,180598.66,0
361,559.0,0.0,1.0,38.0,9.0,139129.92,1.0,0.0,1.0,60954.45,0
362,792.0,,?,37.0,6.0,0.0,1.0,1.0,0.0,181177.9,1
363,613.0,1.0,1.0,33.0,1.0,0.0,2.0,1.0,0.0,51703.09,0
364,675.0,0.0,1.0,34.0,9.0,?,2.0,?,1.0,58854.88,0
365,,2.0,1.0,40.0,1.0,155619.36,1.0,1.0,1.0,166692.03,0
366,600.0,1.0,1.0,40.0,10.0,141136.79,1.0,1.0,1.0,67803.83,0
367,676.0,2.0,0.0,38.0,7.0,0.0,2.0,1.0,1.0,194230.82,0
368,804.0,2.0,1.0,34.0,1.0,0.0,?,0.0,0.0,175721.02,0
369,685.0,1.0,1.0,42.0,7.0,?,2.0,1.0,0.0,151822.66,0
370,667.0,1.0,1.0,29.0,8.0,0.0,?,1.0,?,133040.51,0
371,676.0,1.0,0.0,29.0,8.0,0.0,2.0,1.0,0.0,189558.44,0
372,565.0,2.0,1.0,44.0,1.0,0.0,1.0,1.0,1.0,167986.72,1
373,581.0,1.0,0.0,40.0,9.0,0.0,2.0,1.0,0.0,180243.56,0
374,681.0,1.0,0.0,34.0,9.0,125175.53,1.0,0.0,1.0,87412.17,0
375,632.0,1.0,0.0,39.0,5.0,0.0,2.0,1.0,0.0,12510.53,0
376,664.0,1.0,1.0,34.0,5.0,0.0,1.0,,1.0,66462.79,0
377,599.0,0.0,1.0,,8.0,139973.65,1.0,1.0,1.0,,1
378,652.0,1.0,0.0,38.0,8.0,0.0,?,1.0,1.0,158545.25,1
379,637.0,1.0,0.0,44.0,10.0,0.0,2.0,1.0,0.0,171345.02,0
380,610.0,0.0,0.0,50.0,5.0,140363.95,1.0,1.0,1.0,129563.86,0
381,575.0,0.0,0.0,45.0,2.0,152522.47,1.0,0.0,,121210.09,0
382,753.0,1.0,1.0,48.0,4.0,0.0,2.0,?,0.0,146821.42,0
383,730.0,0.0,1.0,23.0,8.0,136689.66,1.0,1.0,0.0,?,0
384,,,0.0,37.0,5.0,0.0,2.0,1.0,1.0,,0
385,652.0,2.0,0.0,42.0,3.0,0.0,2.0,1.0,0.0,109742.8,0
386,567.0,1.0,1.0,34.0,7.0,118547.72,2.0,0.0,1.0,96883.66,0
387,630.0,2.0,1.0,49.0,1.0,0.0,2.0,0.0,1.0,,0
388,652.0,2.0,1.0,35.0,3.0,0.0,2.0,1.0,1.0,103921.49,0
389,603.0,1.0,1.0,34.0,,121863.61,,1.0,1.0,132419.79,0
390,539.0,1.0,1.0,36.0,3.0,0.0,2.0,1.0,0.0,140770.36,0
391,?,1.0,1.0,35.0,1.0,165413.43,2.0,1.0,,60420.07,0
392,760.0,0.0,0.0,29.0,9.0,0.0,2.0,1.0,0.0,101491.23,0
393,592.0,1.0,1.0,38.0,?,0.0,1.0,1.0,1.0,180427.24,0
394,624.0,2.0,0.0,42.0,4.0,0.0,2.0,1.0,1.0,86490.11,0
395,696.0,0.0,?,35.0,4.0,58641.43,2.0,1.0,0.0,73371.65,0
396,605.0,1.0,0.0,49.0,1.0,0.0,2.0,1.0,0.0,1703.58,1
397,593.0,1.0,0.0,39.0,4.0,0.0,2.0,1.0,0.0,89248.99,0
398,733.0,0.0,1.0,?,9.0,97792.23,1.0,1.0,1.0,46416.24,1
399,567.0,2.0,1.0,49.0,1.0,0.0,1.0,1.0,0.0,82938.99,1
400,591.0,1.0,0.0,36.0,4.0,0.0,2.0,1.0,0.0,92708.1,0
401,732.0,2.0,1.0,37.0,10.0,0.0,2.0,1.0,0.0,60553.85,0
402,706.0,1.0,0.0,44.0,2.0,0.0,1.0,0.0,0.0,71095.41,0
403,652.0,,,50.0,6.0,163549.69,1.0,1.0,,173870.39,0
404,607.0,1.0,0.0,24.0,9.0,0.0,2.0,1.0,0.0,88187.82,0
405,663.0,2.0,1.0,39.0,9.0,,1.0,1.0,0.0,91514.62,1
406,613.0,2.0,1.0,29.0,0.0,0.0,2.0,1.0,,133897.32,0
407,590.0,2.0,1.0,30.0,6.0,0.0,2.0,1.0,0.0,64516.8,0
408,627.0,,0.0,28.0,2.0,0.0,2.0,1.0,0.0,45424.43,0
409,690.0,1.0,0.0,36.0,0.0,166909.2,1.0,1.0,0.0,137916.49,0
410,598.0,1.0,0.0,38.0,5.0,144954.75,2.0,0.0,0.0,?,0
411,680.0,1.0,0.0,27.0,4.0,167026.72,1.0,1.0,0.0,159718.35,0
412,634.0,1.0,1.0,37.0,1.0,120911.75,1.0,1.0,1.0,131249.46,0
413,705.0,1.0,1.0,33.0,9.0,0.0,2.0,1.0,1.0,81634.46,0
414,686.0,2.0,0.0,43.0,5.0,0.0,1.0,1.0,0.0,,1
415,717.0,1.0,0.0,51.0,2.0,0.0,1.0,0.0,0.0,96420.58,1
416,599.0,2.0,1.0,40.0,1.0,118894.22,1.0,1.0,1.0,33998.7,1
417,584.0,1.0,1.0,34.0,1.0,0.0,2.0,1.0,0.0,77557.28,0
418,730.0,0.0,1.0,,8.0,99713.87,2.0,1.0,1.0,143598.7,0
419,588.0,1.0,1.0,36.0,2.0,0.0,2.0,1.0,0.0,140170.93,0
420,535.0,,1.0,34.0,0.0,0.0,2.0,1.0,,116977.89,0
421,651.0,1.0,1.0,42.0,9.0,163975.09,2.0,1.0,1.0,36202.74,0
422,793.0,0.0,0.0,32.0,0.0,143350.41,1.0,?,1.0,142763.51,0
423,576.0,1.0,1.0,38.0,4.0,0.0,2.0,1.0,0.0,135077.73,0
424,727.0,1.0,0.0,42.0,9.0,0.0,2.0,1.0,1.0,121138.77,0
425,677.0,1.0,0.0,30.0,2.0,0.0,2.0,0.0,0.0,71173.64,0
426,652.0,?,0.0,36.0,9.0,0.0,1.0,1.0,0.0,123697.67,0
427,631.0,2.0,1.0,47.0,6.0,0.0,1.0,?,1.0,197963.46,1
428,437.0,1.0,0.0,30.0,5.0,0.0,2.0,,1.0,166775.01,0
429,850.0,1.0,1.0,31.0,3.0,0.0,2.0,1.0,1.0,,0
430,651.0,1.0,1.0,31.0,3.0,0.0,1.0,0.0,0.0,111241.37,0
431,720.0,2.0,0.0,59.0,9.0,97208.46,2.0,1.0,1.0,157552.08,0
432,639.0,1.0,1.0,32.0,6.0,0.0,1.0,1.0,1.0,?,1
433,605.0,2.0,0.0,36.0,7.0,0.0,2.0,1.0,1.0,66864.43,0
434,610.0,1.0,1.0,37.0,1.0,0.0,2.0,0.0,0.0,60907.49,0
435,752.0,1.0,1.0,39.0,6.0,0.0,2.0,1.0,1.0,39570.78,0
436,592.0,0.0,1.0,48.0,2.0,154741.45,1.0,1.0,1.0,143049.72,0
437,612.0,0.0,1.0,48.0,4.0,131834.76,1.0,1.0,1.0,184936.77,1
438,585.0,2.0,0.0,40.0,7.0,,2.0,1.0,0.0,121232.51,0
439,679.0,1.0,1.0,39.0,1.0,97700.02,,1.0,1.0,30709.03,0
440,577.0,2.0,0.0,34.0,2.0,0.0,2.0,1.0,0.0,91366.42,0
441,729.0,1.0,1.0,37.0,9.0,0.0,2.0,1.0,0.0,100862.54,0
442,739.0,2.0,1.0,26.0,2.0,0.0,2.0,1.0,0.0,142763.28,1
443,748.0,1.0,0.0,39.0,3.0,0.0,2.0,1.0,0.0,182691.9,0
444,719.0,1.0,1.0,40.0,4.0,150578.0,1.0,0.0,1.0,34670.62,0
445,644.0,1.0,1.0,31.0,8.0,0.0,2.0,0.0,0.0,67976.57,0
446,694.0,0.0,1.0,41.0,2.0,147972.19,2.0,1.0,1.0,149922.38,0
447,578.0,1.0,1.0,47.0,4.0,0.0,2.0,1.0,1.0,62388.59,0
448,686.0,1.0,0.0,46.0,4.0,0.0,1.0,1.0,0.0,125762.95,1
449,703.0,0.0,1.0,38.0,4.0,137714.71,2.0,1.0,1.0,35687.55,0
450,563.0,2.0,0.0,27.0,9.0,115625.07,2.0,1.0,,48725.68,0
451,823.0,2.0,1.0,38.0,1.0,0.0,2.0,1.0,1.0,156603.7,0
452,758.0,1.0,1.0,33.0,8.0,146445.24,1.0,1.0,0.0,184317.74,0
453,659.0,2.0,0.0,57.0,5.0,107784.65,1.0,1.0,0.0,125010.24,1
454,562.0,0.0,0.0,41.0,9.0,120530.13,1.0,1.0,0.0,171668.2,0
455,633.0,1.0,1.0,39.0,4.0,0.0,2.0,1.0,?,,0
456,775.0,1.0,1.0,30.0,9.0,0.0,2.0,1.0,0.0,169278.51,0
457,738.0,0.0,0.0,40.0,6.0,114940.67,2.0,1.0,1.0,194895.57,0
458,599.0,1.0,0.0,49.0,2.0,0.0,1.0,0.0,0.0,105760.01,0
459,757.0,1.0,1.0,28.0,8.0,0.0,2.0,1.0,1.0,73322.0,0
460,642.0,1.0,0.0,33.0,2.0,0.0,2.0,0.0,1.0,162763.01,0
461,682.0,1.0,0.0,33.0,7.0,0.0,1.0,1.0,1.0,111312.98,1
462,?,,0.0,40.0,9.0,0.0,2.0,1.0,1.0,76637.38,0
463,668.0,2.0,0.0,33.0,9.0,0.0,1.0,0.0,1.0,134483.07,0
464,641.0,1.0,1.0,26.0,10.0,0.0,2.0,0.0,1.0,161857.94,0
465,537.0,2.0,1.0,36.0,7.0,0.0,1.0,1.0,1.0,,0
466,687.0,?,0.0,38.0,3.0,?,2.0,1.0,1.0,15795.88,1
467,764.0,1.0,0.0,41.0,6.0,0.0,3.0,1.0,0.0,102681.32,1
468,715.0,0.0,0.0,44.0,7.0,134730.91,1.0,1.0,0.0,137037.07,1
469,653.0,1.0,0.0,34.0,5.0,0.0,2.0,1.0,1.0,?,0
470,669.0,0.0,0.0,31.0,9.0,79523.13,1.0,1.0,0.0,157648.12,0
471,792.0,1.0,1.0,19.0,7.0,0.0,2.0,1.0,0.0,33282.84,0
472,553.0,1.0,0.0,38.0,8.0,0.0,3.0,1.0,1.0,66561.89,0
473,700.0,0.0,1.0,37.0,0.0,135161.67,1.0,1.0,0.0,160670.37,0
474,662.0,1.0,1.0,28.0,6.0,0.0,2.0,1.0,0.0,113695.99,0
475,656.0,1.0,0.0,29.0,3.0,0.0,2.0,0.0,0.0,62980.53,0
476,722.0,0.0,1.0,32.0,5.0,106807.64,1.0,1.0,1.0,76998.69,1
477,?,1.0,1.0,35.0,9.0,0.0,2.0,1.0,1.0,167035.97,0
478,650.0,0.0,1.0,40.0,8.0,132876.23,1.0,1.0,1.0,86935.08,0
479,692.0,1.0,1.0,31.0,7.0,0.0,2.0,1.0,0.0,121747.96,0
480,781.0,1.0,1.0,40.0,7.0,0.0,2.0,1.0,0.0,105352.55,0
481,656.0,2.0,1.0,42.0,6.0,0.0,2.0,1.0,1.0,123410.23,0
482,573.0,1.0,1.0,40.0,9.0,0.0,2.0,1.0,0.0,25101.17,0
483,,1.0,0.0,37.0,9.0,,2.0,1.0,0.0,81299.17,0
484,667.0,1.0,1.0,35.0,2.0,0.0,2.0,1.0,1.0,44251.33,0
485,667.0,1.0,1.0,31.0,8.0,0.0,2.0,1.0,1.0,176884.01,0
486,779.0,1.0,1.0,38.0,7.0,0.0,2.0,0.0,1.0,136675.22,0
487,561.0,?,1.0,27.0,1.0,182532.23,1.0,0.0,1.0,155711.64,0
488,673.0,2.0,1.0,37.0,9.0,0.0,2.0,1.0,1.0,142566.64,0
489,691.0,1.0,1.0,30.0,7.0,0.0,1.0,1.0,0.0,149991.32,0
490,634.0,1.0,1.0,37.0,10.0,0.0,2.0,0.0,0.0,79377.45,0
491,624.0,1.0,0.0,44.0,7.0,152899.24,1.0,0.0,0.0,74849.46,0
492,535.0,1.0,1.0,34.0,1.0,0.0,2.0,1.0,1.0,?,0
493,714.0,2.0,0.0,,5.0,141796.43,1.0,1.0,0.0,183569.25,0
494,668.0,0.0,,34.0,6.0,91025.78,1.0,1.0,1.0,162515.61,0
495,584.0,1.0,0.0,41.0,1.0,0.0,1.0,1.0,?,113796.15,0
496,764.0,1.0,1.0,34.0,6.0,108760.27,2.0,1.0,0.0,166324.79,0
497,651.0,1.0,0.0,46.0,8.0,0.0,2.0,1.0,1.0,174431.01,0
498,564.0,1.0,1.0,38.0,7.0,0.0,2.0,1.0,1.0,122218.71,0
499,724.0,2.0,1.0,39.0,6.0,81818.49,1.0,1.0,1.0,44731.8,0
500,807.0,1.0,1.0,36.0,8.0,0.0,2.0,1.0,1.0,96462.82,0
501,633.0,0.0,1.0,31.0,5.0,118499.55,1.0,1.0,0.0,91570.51,0
502,781.0,2.0,1.0,29.0,8.0,0.0,2.0,1.0,0.0,111032.79,0
503,638.0,2.0,1.0,34.0,5.0,?,1.0,1.0,1.0,167033.83,0
504,653.0,1.0,0.0,44.0,5.0,0.0,2.0,1.0,0.0,175043.69,0
505,769.0,1.0,1.0,31.0,8.0,0.0,2.0,1.0,0.0,186062.36,0
506,663.0,1.0,1.0,30.0,8.0,132789.07,1.0,1.0,0.0,53437.8,0
507,670.0,0.0,1.0,35.0,10.0,125187.86,2.0,0.0,1.0,?,0
508,774.0,1.0,1.0,53.0,4.0,113709.28,1.0,1.0,1.0,153887.93,0
509,557.0,0.0,1.0,46.0,1.0,127649.64,1.0,1.0,0.0,132790.75,0
510,710.0,1.0,1.0,33.0,9.0,0.0,2.0,1.0,1.0,56650.92,0
511,605.0,1.0,1.0,42.0,7.0,0.0,1.0,1.0,1.0,173952.5,1
512,577.0,2.0,,43.0,8.0,0.0,2.0,1.0,0.0,171060.01,0
513,648.0,1.0,0.0,68.0,6.0,0.0,2.0,1.0,1.0,151310.41,1
514,762.0,2.0,1.0,43.0,8.0,139432.55,1.0,0.0,0.0,85016.64,0
515,594.0,0.0,0.0,34.0,10.0,132476.45,2.0,1.0,1.0,84764.59,0
516,713.0,2.0,1.0,43.0,9.0,0.0,1.0,0.0,0.0,125435.44,0
517,648.0,2.0,0.0,32.0,8.0,,1.0,1.0,0.0,133653.38,0
518,663.0,1.0,1.0,41.0,1.0,160980.39,2.0,0.0,0.0,103372.38,0
519,774.0,1.0,1.0,29.0,5.0,0.0,2.0,0.0,1.0,123825.54,0
520,714.0,1.0,0.0,29.0,3.0,0.0,2.0,1.0,0.0,96825.52,0
521,591.0,1.0,0.0,37.0,9.0,0.0,2.0,1.0,1.0,176712.59,0
522,569.0,2.0,1.0,28.0,9.0,0.0,2.0,1.0,1.0,140197.78,0
523,,2.0,1.0,32.0,4.0,99883.16,1.0,1.0,1.0,120594.85,1
524,707.0,,1.0,40.0,7.0,0.0,2.0,1.0,1.0,138380.11,0
525,636.0,1.0,1.0,36.0,4.0,117559.05,2.0,1.0,,111573.3,0
526,678.0,1.0,1.0,27.0,1.0,0.0,2.0,1.0,0.0,71095.41,0
527,642.0,0.0,1.0,33.0,9.0,94667.29,2.0,0.0,1.0,4470.52,0
528,652.0,2.0,1.0,28.0,7.0,145537.21,1.0,0.0,1.0,121904.14,0
529,678.0,?,0.0,43.0,9.0,0.0,1.0,1.0,0.0,66979.06,1
530,593.0,0.0,1.0,42.0,0.0,142876.96,?,1.0,0.0,103099.22,0
531,680.0,2.0,1.0,44.0,8.0,0.0,1.0,0.0,0.0,?,0
532,716.0,1.0,1.0,30.0,10.0,?,2.0,1.0,1.0,62845.64,0
533,689.0,1.0,0.0,45.0,5.0,150300.65,1.0,1.0,0.0,175324.74,1
534,634.0,1.0,0.0,26.0,7.0,0.0,2.0,1.0,1.0,164081.42,0
535,821.0,1.0,1.0,43.0,1.0,0.0,2.0,1.0,0.0,124906.59,0
536,589.0,0.0,1.0,43.0,2.0,160982.83,1.0,0.0,1.0,92920.53,1
537,686.0,1.0,0.0,47.0,10.0,0.0,2.0,1.0,0.0,93882.75,0
538,683.0,1.0,1.0,43.0,6.0,93791.38,1.0,0.0,0.0,143981.27,0
539,850.0,2.0,0.0,39.0,2.0,0.0,2.0,1.0,0.0,41549.64,0
540,508.0,1.0,1.0,38.0,7.0,0.0,2.0,0.0,0.0,90839.61,1
541,605.0,1.0,1.0,30.0,4.0,0.0,2.0,1.0,0.0,61312.15,0
542,755.0,2.0,1.0,35.0,6.0,0.0,2.0,0.0,1.0,141557.04,0
543,633.0,1.0,0.0,55.0,3.0,,3.0,1.0,0.0,73331.73,1
544,678.0,2.0,0.0,,6.0,0.0,3.0,1.0,1.0,64443.75,1
545,653.0,0.0,1.0,29.0,2.0,78939.15,1.0,1.0,1.0,41671.81,0
546,584.0,2.0,?,?,4.0,0.0,1.0,1.0,1.0,93783.0,0
547,645.0,2.0,0.0,29.0,4.0,0.0,2.0,1.0,0.0,74346.11,0
548,568.0,0.0,1.0,47.0,,106854.21,1.0,,1.0,157959.02,1
549,588.0,1.0,1.0,38.0,7.0,157274.36,2.0,1.0,1.0,28531.81,0
550,,0.0,?,31.0,1.0,109941.51,2.0,1.0,1.0,148735.3,0
551,726.0,1.0,1.0,?,9.0,0.0,2.0,0.0,0.0,86926.36,0
552,,2.0,1.0,31.0,5.0,0.0,2.0,0.0,,46786.92,0
553,703.0,0.0,1.0,37.0,7.0,135095.47,,0.0,0.0,143859.66,0
554,731.0,1.0,0.0,32.0,4.0,0.0,2.0,0.0,0.0,36267.21,0
555,580.0,1.0,0.0,39.0,6.0,0.0,2.0,0.0,0.0,121092.84,0
556,676.0,1.0,1.0,31.0,2.0,0.0,2.0,1.0,1.0,161243.09,0
557,594.0,1.0,1.0,67.0,7.0,123845.36,1.0,1.0,1.0,?,0
558,706.0,1.0,1.0,62.0,6.0,0.0,2.0,1.0,1.0,81723.72,0
559,?,1.0,1.0,42.0,?,129387.02,1.0,1.0,0.0,51582.89,0
560,774.0,1.0,0.0,48.0,9.0,114997.42,1.0,1.0,0.0,75304.09,1
561,498.0,2.0,0.0,38.0,7.0,93722.84,1.0,1.0,0.0,49815.24,1
562,,2.0,1.0,46.0,7.0,0.0,1.0,0.0,1.0,158313.87,0
563,692.0,1.0,1.0,31.0,5.0,89349.47,1.0,0.0,0.0,67202.74,0
564,645.0,2.0,1.0,36.0,3.0,0.0,2.0,1.0,0.0,131736.23,0
565,814.0,,1.0,44.0,9.0,0.0,2.0,1.0,1.0,106096.08,0
566,433.0,1.0,0.0,33.0,?,152805.05,1.0,1.0,,63239.65,0
567,731.0,0.0,1.0,30.0,8.0,123627.58,2.0,0.0,?,72996.62,0
568,675.0,?,0.0,50.0,8.0,122570.79,2.0,1.0,1.0,146792.39,0
569,683.0,2.0,0.0,31.0,1.0,130622.34,2.0,0.0,1.0,128499.94,0
570,657.0,0.0,1.0,35.0,10.0,138847.7,1.0,1.0,0.0,?,0
571,648.0,1.0,1.0,54.0,5.0,0.0,2.0,1.0,1.0,177528.81,0
572,722.0,1.0,0.0,60.0,3.0,0.0,2.0,1.0,1.0,168034.9,0
573,616.0,2.0,1.0,49.0,7.0,0.0,1.0,1.0,0.0,55868.97,1
574,507.0,0.0,1.0,56.0,2.0,127585.98,2.0,1.0,1.0,80593.49,0
575,697.0,1.0,1.0,49.0,2.0,195238.29,4.0,?,1.0,131083.56,0
576,702.0,2.0,1.0,41.0,2.0,103549.24,1.0,1.0,0.0,9712.52,0
577,652.0,0.0,1.0,44.0,1.0,145574.12,2.0,1.0,0.0,162969.55,1
578,831.0,2.0,0.0,54.0,4.0,126816.18,2.0,1.0,1.0,12328.08,1
579,850.0,1.0,1.0,36.0,4.0,0.0,2.0,1.0,1.0,145789.73,0
580,672.0,1.0,1.0,41.0,5.0,0.0,2.0,0.0,0.0,64515.5,0
581,657.0,1.0,0.0,32.0,2.0,,1.0,1.0,0.0,145552.71,0
582,638.0,1.0,0.0,43.0,1.0,80764.03,2.0,1.0,0.0,199378.58,0
583,556.0,2.0,0.0,38.0,8.0,153313.77,1.0,1.0,0.0,93835.78,0
584,597.0,1.0,1.0,?,4.0,0.0,2.0,1.0,0.0,49337.84,0
585,614.0,0.0,1.0,41.0,2.0,113680.53,2.0,1.0,0.0,138051.19,1
586,684.0,1.0,1.0,28.0,5.0,0.0,2.0,1.0,0.0,176984.34,0
587,730.0,1.0,,33.0,1.0,0.0,2.0,0.0,0.0,?,0
588,585.0,1.0,0.0,33.0,1.0,113063.83,1.0,0.0,1.0,?,0
589,687.0,2.0,1.0,31.0,1.0,0.0,2.0,1.0,0.0,147787.35,0
590,743.0,1.0,1.0,46.0,9.0,0.0,2.0,1.0,1.0,60905.51,0
591,674.0,1.0,1.0,38.0,5.0,0.0,2.0,0.0,0.0,143397.14,0
592,604.0,,0.0,42.0,4.0,0.0,2.0,1.0,0.0,167035.07,0
593,682.0,1.0,1.0,29.0,9.0,0.0,2.0,0.0,1.0,149991.32,0
594,594.0,2.0,,57.0,2.0,123826.07,1.0,1.0,1.0,78970.58,1
595,592.0,1.0,1.0,39.0,7.0,0.0,2.0,,0.0,83084.33,0
596,496.0,1.0,1.0,37.0,10.0,0.0,2.0,1.0,1.0,?,0
597,706.0,2.0,1.0,29.0,5.0,0.0,2.0,1.0,0.0,42334.38,0
598,668.0,1.0,0.0,43.0,2.0,124577.33,1.0,1.0,0.0,114258.18,0
599,697.0,1.0,1.0,40.0,3.0,0.0,2.0,1.0,1.0,157959.02,0
600,756.0,,1.0,39.0,2.0,166526.26,2.0,1.0,1.0,159823.16,0
601,595.0,1.0,0.0,18.0,,0.0,1.0,1.0,0.0,107868.25,0
602,660.0,1.0,1.0,40.0,8.0,0.0,2.0,0.0,0.0,130805.54,0
603,850.0,0.0,1.0,42.0,0.0,105770.7,2.0,1.0,0.0,82662.73,1
604,589.0,2.0,1.0,29.0,1.0,143773.07,1.0,1.0,0.0,113482.7,0
605,667.0,2.0,0.0,39.0,3.0,0.0,2.0,1.0,0.0,124022.29,0
606,494.0,1.0,0.0,20.0,9.0,97514.07,1.0,1.0,0.0,122925.44,0
607,718.0,1.0,1.0,38.0,7.0,127286.04,1.0,1.0,1.0,120037.36,0
608,479.0,1.0,0.0,38.0,7.0,74988.59,1.0,1.0,0.0,107640.2,1
609,,2.0,1.0,32.0,7.0,0.0,2.0,1.0,1.0,111359.56,0
610,580.0,0.0,1.0,60.0,?,131647.01,2.0,0.0,1.0,79775.19,0
611,488.0,2.0,1.0,34.0,4.0,0.0,2.0,0.0,0.0,195692.3,0
612,769.0,0.0,1.0,35.0,2.0,122451.46,2.0,1.0,1.0,69608.48,0
613,630.0,1.0,1.0,32.0,7.0,0.0,2.0,1.0,1.0,86946.4,0
614,613.0,1.0,0.0,39.0,3.0,0.0,2.0,1.0,0.0,65636.92,0
615,664.0,1.0,1.0,24.0,,0.0,2.0,0.0,1.0,35611.35,0
616,697.0,2.0,1.0,32.0,2.0,99811.71,1.0,1.0,0.0,183572.14,0
617,510.0,1.0,1.0,31.0,4.0,0.0,2.0,1.0,1.0,123971.83,0
618,603.0,0.0,0.0,37.0,7.0,153856.53,1.0,1.0,0.0,113048.79,1
619,686.0,1.0,,32.0,2.0,0.0,2.0,1.0,0.0,142454.01,0
620,705.0,1.0,0.0,32.0,?,0.0,2.0,1.0,1.0,185547.71,0
621,651.0,0.0,0.0,40.0,5.0,132623.6,2.0,,0.0,77866.91,1
622,714.0,2.0,1.0,38.0,9.0,118078.69,1.0,0.0,1.0,80553.48,0
623,721.0,2.0,1.0,49.0,4.0,0.0,2.0,1.0,0.0,86634.3,0
624,636.0,0.0,1.0,40.0,5.0,121669.23,1.0,1.0,1.0,176763.27,0
625,590.0,1.0,0.0,27.0,6.0,,2.0,1.0,?,61820.09,0
626,584.0,0.0,0.0,41.0,3.0,122482.18,2.0,1.0,0.0,163656.83,0
